# 3D 幾何連續介質宇宙引擎 —— M ∝ R V8.4.0 實驗數據
# 擬合特徵方程: M(R) = 1.1095 * R + 0.5114
# 完美線性對齊度 R² = 0.999850
Radius,Net_Mass_Mean,Net_Mass_Std
5.0,6.08689022064209,0.0009935549460351467
6.0,7.135499000549316,0.0010542854433879256
7.0,8.267168045043945,0.0011309493565931916
8.0,9.411406517028809,0.0012074471451342106
9.0,10.475165367126465,0.001258147181943059
10.0,11.620950698852539,0.00132325803861022
