# 宇宙引擎幾何連續介質雙波對比實驗數據 (修正版)
# 基礎剛度 alpha_base,0.12
# 非線性剛度 k_quad,0.015
# 重力波初始振幅,0.2
# 測得剪切光速 c_e,0.691512
# 測得重力波速 c_g,0.646880

Time(s),Light_r_0,Light_r_1,Light_r_2,Light_r_3,Light_r_4,Light_r_5,Light_r_6,Light_r_7,Light_r_8,Light_r_9,Light_r_10,Light_r_11,Light_r_12,Light_r_13,Light_r_14,Light_r_15,Light_r_16,Light_r_17,Light_r_18,Light_r_19,Light_r_20,Light_r_21,Light_r_22,Light_r_23,Light_r_24,Light_r_25,Light_r_26,Light_r_27,Light_r_28,Light_r_29,Light_r_30,Light_r_31,Grav_r_0,Grav_r_1,Grav_r_2,Grav_r_3,Grav_r_4,Grav_r_5,Grav_r_6,Grav_r_7,Grav_r_8,Grav_r_9,Grav_r_10,Grav_r_11,Grav_r_12,Grav_r_13,Grav_r_14,Grav_r_15,Grav_r_16,Grav_r_17,Grav_r_18,Grav_r_19,Grav_r_20,Grav_r_21,Grav_r_22,Grav_r_23,Grav_r_24,Grav_r_25,Grav_r_26,Grav_r_27,Grav_r_28,Grav_r_29,Grav_r_30,Grav_r_31
6.3400,5.885503e-03,3.780727e-02,3.990171e-02,1.402809e-02,3.919668e-03,6.035847e-03,2.864260e-03,8.029740e-04,1.515191e-04,2.042278e-05,2.040717e-06,1.553595e-07,9.210814e-09,4.331857e-10,1.642104e-11,5.088434e-13,1.305154e-14,2.802307e-16,5.088058e-18,7.884388e-20,1.051487e-21,1.215641e-23,1.223551e-25,1.072096e-27,8.140527e-30,5.306634e-32,2.922692e-34,1.078413e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.331345e-06,6.830055e-03,3.050592e-02,7.146224e-02,5.747896e-02,1.345066e-02,1.028988e-02,7.755138e-03,2.319163e-03,3.938594e-04,4.232988e-05,3.050591e-06,1.532817e-07,5.531234e-09,1.468754e-10,2.931082e-12,4.479468e-14,5.332750e-16,5.022270e-18,3.797255e-20,2.362118e-22,2.979143e-24,3.895458e-25,1.281297e-26,2.436101e-28,3.234040e-30,3.216019e-32,2.460175e-34,2.175419e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.3600,5.851570e-03,3.783363e-02,4.004810e-02,1.422167e-02,3.825439e-03,6.029819e-03,2.877849e-03,8.100689e-04,1.534127e-04,2.075057e-05,2.080752e-06,1.589730e-07,9.459529e-09,4.465548e-10,1.699323e-11,5.286641e-13,1.361516e-14,2.935517e-16,5.352666e-18,8.330563e-20,1.115926e-21,1.295975e-23,1.310402e-25,1.153550e-27,8.800359e-30,5.764128e-32,3.190235e-34,1.203822e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.417184e-06,7.090608e-03,2.882000e-02,7.018419e-02,5.742938e-02,1.375776e-02,1.016031e-02,7.743915e-03,2.324552e-03,3.957732e-04,4.263059e-05,3.079120e-06,1.550765e-07,5.609884e-09,1.493579e-10,2.989005e-12,4.581622e-14,5.471596e-16,5.170289e-18,3.922490e-20,2.450006e-22,3.183514e-24,4.151680e-25,1.371464e-26,2.619504e-28,3.493802e-30,3.490741e-32,2.681823e-34,2.323366e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.3800,5.817200e-03,3.785624e-02,4.019086e-02,1.441430e-02,3.730727e-03,6.023429e-03,2.891397e-03,8.171990e-04,1.553245e-04,2.108279e-05,2.121479e-06,1.626624e-07,9.714402e-09,4.603065e-10,1.758406e-11,5.492111e-13,1.420178e-14,3.074740e-16,5.630391e-18,8.800879e-20,1.184150e-21,1.381409e-23,1.403190e-25,1.240974e-27,9.511874e-30,6.259794e-32,3.481488e-34,1.341392e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.514281e-06,7.350417e-03,2.713501e-02,6.890574e-02,5.737874e-02,1.406449e-02,1.003053e-02,7.732574e-03,2.329931e-03,3.976923e-04,4.293294e-05,3.107872e-06,1.568897e-07,5.689536e-09,1.518784e-10,3.048006e-12,4.686009e-14,5.613796e-16,5.322437e-18,4.051862e-20,2.540478e-22,3.400003e-24,4.423869e-25,1.467725e-26,2.816222e-28,3.773724e-30,3.788172e-32,2.922913e-34,2.484184e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.4000,5.782397e-03,3.787512e-02,4.033002e-02,1.460596e-02,3.635539e-03,6.016677e-03,2.904903e-03,8.243644e-04,1.572546e-04,2.141951e-05,2.162907e-06,1.664291e-07,9.975570e-09,4.744506e-10,1.819410e-11,5.705095e-13,1.481232e-14,3.220235e-16,5.921851e-18,9.296582e-20,1.256374e-21,1.472256e-23,1.502305e-25,1.334790e-27,1.027898e-29,6.796710e-32,3.798484e-34,1.492227e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.600274e-06,7.609477e-03,2.545098e-02,6.762691e-02,5.732705e-02,1.437083e-02,9.900542e-03,7.721115e-03,2.335301e-03,3.996167e-04,4.323692e-05,3.136850e-06,1.587214e-07,5.770197e-09,1.544374e-10,3.108062e-12,4.792564e-14,5.759485e-16,5.478609e-18,4.185203e-20,2.634053e-22,3.630628e-24,4.713223e-25,1.570479e-26,3.027192e-28,4.075298e-30,4.110123e-32,3.185096e-34,2.659042e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.4200,5.747165e-03,3.789030e-02,4.046555e-02,1.479666e-02,3.539877e-03,6.009560e-03,2.918365e-03,8.315648e-04,1.592031e-04,2.176075e-05,2.205048e-06,1.702744e-07,1.024317e-08,4.889978e-10,1.882391e-11,5.925850e-13,1.544767e-14,3.372268e-16,6.227692e-18,9.818980e-20,1.332821e-21,1.568844e-23,1.608161e-25,1.435449e-27,1.110587e-29,7.378197e-32,4.143426e-34,1.657527e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.693774e-06,7.867780e-03,2.376797e-02,6.634773e-02,5.727429e-02,1.467678e-02,9.770342e-03,7.709538e-03,2.340662e-03,4.015464e-04,4.354256e-05,3.166054e-06,1.605718e-07,5.851877e-09,1.570357e-10,3.169180e-12,4.901374e-14,5.908631e-16,5.639122e-18,4.322515e-20,2.731247e-22,3.875390e-24,5.020753e-25,1.680165e-26,3.253396e-28,4.400154e-30,4.458542e-32,3.470159e-34,2.849212e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.4400,5.711507e-03,3.790180e-02,4.059748e-02,1.498637e-02,3.443748e-03,6.002076e-03,2.931782e-03,8.388002e-04,1.611701e-04,2.210657e-05,2.247911e-06,1.741999e-07,1.051736e-08,5.039584e-10,1.947410e-11,6.154640e-13,1.610879e-14,3.531119e-16,6.548589e-18,1.036945e-19,1.413726e-21,1.671522e-23,1.721200e-25,1.543431e-27,1.199705e-29,8.007834e-32,4.518701e-34,1.838598e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.787315e-06,8.125316e-03,2.208602e-02,6.506823e-02,5.722045e-02,1.498232e-02,9.639935e-03,7.697840e-03,2.346013e-03,4.034814e-04,4.384985e-05,3.195485e-06,1.624410e-07,5.934602e-09,1.596738e-10,3.231429e-12,5.012418e-14,6.061368e-16,5.804187e-18,4.464294e-20,2.832060e-22,4.133884e-24,5.347657e-25,1.797203e-26,3.495910e-28,4.750029e-30,4.835532e-32,3.780039e-34,3.056076e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.4600,5.675426e-03,3.790962e-02,4.072579e-02,1.517509e-02,3.347156e-03,5.994224e-03,2.945152e-03,8.460704e-04,1.631557e-04,2.245703e-05,2.291508e-06,1.782070e-07,1.079827e-08,5.193432e-10,2.014529e-11,6.391740e-13,1.679668e-14,3.697076e-16,6.885247e-18,1.094942e-19,1.499341e-21,1.780657e-23,1.841891e-25,1.659250e-27,1.295733e-29,8.689475e-32,4.926891e-34,2.036862e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.877159e-06,8.382082e-03,2.040518e-02,6.378843e-02,5.716554e-02,1.528746e-02,9.509323e-03,7.686023e-03,2.351353e-03,4.054217e-04,4.415879e-05,3.225145e-06,1.643293e-07,6.018368e-09,1.623520e-10,3.294816e-12,5.125848e-14,6.218103e-16,5.973276e-18,4.610374e-20,2.936491e-22,4.411361e-24,5.694818e-25,1.922099e-26,3.755833e-28,5.126777e-30,5.243363e-32,4.116820e-34,3.281137e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.4800,5.638926e-03,3.791380e-02,4.085051e-02,1.536280e-02,3.250107e-03,5.986004e-03,2.958475e-03,8.533751e-04,1.651601e-04,2.281216e-05,2.335848e-06,1.822973e-07,1.108606e-08,5.351635e-10,2.083810e-11,6.637434e-13,1.751234e-14,3.870442e-16,7.238403e-18,1.156040e-19,1.589926e-21,1.896640e-23,1.970731e-25,1.783455e-27,1.399190e-29,9.427275e-32,5.370793e-34,2.253863e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.970741e-06,8.638067e-03,1.872549e-02,6.250837e-02,5.710954e-02,1.559219e-02,9.378509e-03,7.674086e-03,2.356684e-03,4.073672e-04,4.446939e-05,3.255035e-06,1.662368e-07,6.103186e-09,1.650711e-10,3.359313e-12,5.241662e-14,6.378294e-16,6.147447e-18,4.761252e-20,3.044542e-22,4.704590e-24,6.063564e-25,2.055348e-26,4.034415e-28,5.532372e-30,5.684470e-32,4.482772e-34,3.526028e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.5000,5.602011e-03,3.791435e-02,4.097161e-02,1.554949e-02,3.152606e-03,5.977412e-03,2.971748e-03,8.607142e-04,1.671832e-04,2.317202e-05,2.380943e-06,1.864723e-07,1.138088e-08,5.514304e-10,2.155317e-11,6.892013e-13,1.825683e-14,4.051528e-16,7.608824e-18,1.220399e-19,1.685759e-21,2.019883e-23,2.108251e-25,1.916630e-27,1.510629e-29,1.022571e-31,5.853432e-34,2.491281e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.056871e-06,8.893273e-03,1.704701e-02,6.122806e-02,5.705246e-02,1.589648e-02,9.247491e-03,7.662028e-03,2.362004e-03,4.093180e-04,4.478166e-05,3.285159e-06,1.681635e-07,6.189083e-09,1.678316e-10,3.425010e-12,5.359862e-14,6.542482e-16,6.325960e-18,4.916431e-20,3.156728e-22,5.014782e-24,6.455280e-25,2.197500e-26,4.332903e-28,5.968974e-30,6.161481e-32,4.880338e-34,3.792525e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.5200,5.564685e-03,3.791128e-02,4.108912e-02,1.573516e-02,3.054658e-03,5.968448e-03,2.984971e-03,8.680876e-04,1.692252e-04,2.353664e-05,2.426803e-06,1.907334e-07,1.168289e-08,5.681556e-10,2.229119e-11,7.155778e-13,1.903127e-14,4.240661e-16,7.997315e-18,1.288184e-19,1.787129e-21,2.150822e-23,2.255012e-25,2.059399e-27,1.630647e-29,1.108959e-31,6.378082e-34,2.750942e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.150436e-06,9.147683e-03,1.536978e-02,5.994754e-02,5.699429e-02,1.620034e-02,9.116274e-03,7.649849e-03,2.367314e-03,4.112740e-04,4.509561e-05,3.315514e-06,1.701097e-07,6.276061e-09,1.706340e-10,3.491860e-12,5.480534e-14,6.710466e-16,6.509660e-18,5.076573e-20,3.271499e-22,5.344362e-24,6.871231e-25,2.349090e-26,4.652700e-28,6.438853e-30,6.677208e-32,5.312158e-34,4.082551e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.5400,5.526950e-03,3.790464e-02,4.120304e-02,1.591978e-02,2.956268e-03,5.959111e-03,2.998142e-03,8.754951e-04,1.712863e-04,2.390610e-05,2.473440e-06,1.950824e-07,1.199224e-08,5.853510e-10,2.305282e-11,7.429039e-13,1.983676e-14,4.438180e-16,8.404714e-18,1.359568e-19,1.894344e-21,2.289919e-23,2.411613e-25,2.212430e-27,1.759881e-29,1.202412e-31,6.948285e-34,3.034831e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.243968e-06,9.401296e-03,1.369384e-02,5.866684e-02,5.693501e-02,1.650376e-02,8.984860e-03,7.637547e-03,2.372613e-03,4.132352e-04,4.541123e-05,3.346106e-06,1.720757e-07,6.364132e-09,1.734790e-10,3.559902e-12,5.603742e-14,6.882515e-16,6.698760e-18,5.241678e-20,3.390924e-22,5.693329e-24,7.313056e-25,2.510747e-26,4.995231e-28,6.944470e-30,7.234707e-32,5.781100e-34,4.398203e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.5600,5.488812e-03,3.789442e-02,4.131337e-02,1.610334e-02,2.857442e-03,5.949399e-03,3.011260e-03,8.829365e-04,1.733664e-04,2.428042e-05,2.520864e-06,1.995208e-07,1.230910e-08,6.030288e-10,2.383878e-11,7.712118e-13,2.067450e-14,4.644437e-16,8.831896e-18,1.434736e-19,2.007726e-21,2.437661e-23,2.578687e-25,2.376433e-27,1.899013e-29,1.303488e-31,7.567872e-34,3.345105e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.335591e-06,9.654106e-03,1.201926e-02,5.738597e-02,5.687463e-02,1.680672e-02,8.853250e-03,7.625125e-03,2.377901e-03,4.152016e-04,4.572853e-05,3.376932e-06,1.740614e-07,6.453309e-09,1.763674e-10,3.629173e-12,5.729488e-14,7.058698e-16,6.892519e-18,5.411746e-20,3.514484e-22,6.063299e-24,7.782081e-25,2.683133e-26,5.362097e-28,7.488437e-30,7.837237e-32,6.290243e-34,4.741749e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.5800,5.450273e-03,3.788065e-02,4.142011e-02,1.628584e-02,2.758185e-03,5.939310e-03,3.024324e-03,8.904117e-04,1.754658e-04,2.465967e-05,2.569088e-06,2.040502e-07,1.263362e-08,6.212013e-10,2.464978e-11,8.005344e-13,2.154569e-14,4.859799e-16,9.279775e-18,1.513877e-19,2.127615e-21,2.594564e-23,2.756908e-25,2.552166e-27,2.048777e-29,1.412787e-31,8.240984e-34,3.684105e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.430878e-06,9.906106e-03,1.034606e-02,5.610498e-02,5.681315e-02,1.710922e-02,8.721445e-03,7.612580e-03,2.383177e-03,4.171731e-04,4.604751e-05,3.407997e-06,1.760673e-07,6.543598e-09,1.792992e-10,3.699686e-12,5.857879e-14,7.239218e-16,7.091148e-18,5.586447e-20,3.641663e-22,6.455078e-24,8.280136e-25,2.866908e-26,5.754933e-28,8.073534e-30,8.488325e-32,6.842935e-34,5.115662e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.6000,5.411339e-03,3.786336e-02,4.152328e-02,1.646727e-02,2.658503e-03,5.928843e-03,3.037331e-03,8.979203e-04,1.775844e-04,2.504389e-05,2.618122e-06,2.086723e-07,1.296599e-08,6.398814e-10,2.548657e-11,8.309059e-13,2.245161e-14,5.084645e-16,9.749305e-18,1.597192e-19,2.254367e-21,2.761173e-23,2.946992e-25,2.740438e-27,2.209955e-29,1.530958e-31,8.972100e-34,4.054378e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.524225e-06,1.015729e-02,8.674296e-03,5.482388e-02,5.675054e-02,1.741125e-02,8.589449e-03,7.599911e-03,2.388442e-03,4.191498e-04,4.636819e-05,3.439300e-06,1.780933e-07,6.635016e-09,1.822755e-10,3.771441e-12,5.988959e-14,7.424074e-16,7.295707e-18,5.766772e-20,3.774529e-22,6.871092e-24,8.808358e-25,3.062792e-26,6.175517e-28,8.702844e-30,9.191750e-32,7.442782e-34,5.522617e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.6200,5.372011e-03,3.784256e-02,4.162287e-02,1.664760e-02,2.558401e-03,5.917998e-03,3.050282e-03,9.054624e-04,1.797225e-04,2.543314e-05,2.667979e-06,2.133887e-07,1.330637e-08,6.590820e-10,2.634990e-11,8.623613e-13,2.339354e-14,5.319371e-16,1.024148e-17,1.684892e-19,2.388360e-21,2.938064e-23,3.149699e-25,2.942112e-27,2.383390e-29,1.658697e-31,9.766063e-34,4.458685e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.617479e-06,1.040764e-02,7.004020e-03,5.354270e-02,5.668682e-02,1.771281e-02,8.457262e-03,7.587118e-03,2.393696e-03,4.211317e-04,4.669058e-05,3.470844e-06,1.801398e-07,6.727582e-09,1.852962e-10,3.844494e-12,6.122728e-14,7.613132e-16,7.505982e-18,5.953053e-20,3.911013e-22,7.315379e-24,9.368891e-25,3.271534e-26,6.625769e-28,9.379520e-30,9.951556e-32,8.093668e-34,5.965519e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.6400,5.332295e-03,3.781828e-02,4.171889e-02,1.682684e-02,2.457885e-03,5.906772e-03,3.063173e-03,9.130375e-04,1.818800e-04,2.582746e-05,2.718669e-06,2.182012e-07,1.365493e-08,6.788164e-10,2.724057e-11,8.949370e-13,2.437285e-14,5.564390e-16,1.075734e-17,1.777197e-19,2.529989e-21,3.125847e-23,3.365835e-25,3.158106e-27,2.569980e-29,1.796754e-31,1.062810e-33,4.900029e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.710623e-06,1.065717e-02,5.335273e-03,5.226148e-02,5.662197e-02,1.801387e-02,8.324888e-03,7.574203e-03,2.398937e-03,4.231186e-04,4.701465e-05,3.502630e-06,1.822065e-07,6.821306e-09,1.883631e-10,3.918831e-12,6.259251e-14,7.806866e-16,7.721552e-18,6.144959e-20,4.052668e-22,7.782283e-24,9.964134e-25,3.493973e-26,7.107698e-28,1.010702e-29,1.077214e-31,8.799798e-34,6.447521e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.6600,5.292194e-03,3.779053e-02,4.181134e-02,1.700496e-02,2.356960e-03,5.895165e-03,3.076005e-03,9.206456e-04,1.840572e-04,2.622690e-05,2.770204e-06,2.231115e-07,1.401186e-08,6.990985e-10,2.815937e-11,9.286702e-13,2.539093e-14,5.820128e-16,1.129798e-17,1.874337e-19,2.679672e-21,3.325166e-23,3.596256e-25,3.389402e-27,2.770689e-29,1.945933e-31,1.156388e-33,5.381664e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.805507e-06,1.090586e-02,3.668104e-03,5.098024e-02,5.655600e-02,1.831444e-02,8.192327e-03,7.561163e-03,2.404166e-03,4.251107e-04,4.734043e-05,3.534659e-06,1.842942e-07,6.916189e-09,1.914753e-10,3.994499e-12,6.398636e-14,8.005071e-16,7.943263e-18,6.342159e-20,4.198976e-22,8.278268e-24,1.059522e-24,3.730977e-26,7.623385e-28,1.088904e-29,1.165819e-31,9.565729e-34,6.972045e-36,0.000000e+00,0.000000e+00,0.000000e+00
6.6800,5.251713e-03,3.775935e-02,4.190024e-02,1.718196e-02,2.255632e-03,5.883174e-03,3.088775e-03,9.282864e-04,1.862540e-04,2.663152e-05,2.822597e-06,2.281214e-07,1.437733e-08,7.199421e-10,2.910714e-11,9.635996e-13,2.644923e-14,6.087030e-16,1.186451e-17,1.976555e-19,2.837845e-21,3.536700e-23,3.841869e-25,3.637044e-27,2.986549e-29,2.107102e-31,1.257949e-33,5.907127e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.902112e-06,1.115371e-02,2.002561e-03,4.969900e-02,5.648889e-02,1.861451e-02,8.059581e-03,7.547998e-03,2.409383e-03,4.271078e-04,4.766794e-05,3.566932e-06,1.864026e-07,7.012261e-09,1.946348e-10,4.071500e-12,6.540840e-14,8.207885e-16,8.170903e-18,6.545646e-20,4.349936e-22,8.801719e-24,1.126468e-24,3.983412e-26,8.175141e-28,1.172953e-29,1.261475e-31,1.039635e-33,7.530911e-36,1.188152e-38,0.000000e+00,0.000000e+00
6.7000,5.210855e-03,3.772476e-02,4.198560e-02,1.735783e-02,2.153907e-03,5.870800e-03,3.101483e-03,9.359597e-04,1.884706e-04,2.704137e-05,2.875860e-06,2.332326e-07,1.475153e-08,7.413615e-10,3.008471e-11,9.997649e-13,2.754924e-14,6.365558e-16,1.245813e-17,2.084104e-19,3.004971e-21,3.761168e-23,4.103640e-25,3.902146e-27,3.218665e-29,2.281193e-31,1.368154e-33,6.480253e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.996699e-06,1.140071e-02,3.386848e-04,4.841779e-02,5.642063e-02,1.891406e-02,7.926652e-03,7.534707e-03,2.414587e-03,4.291099e-04,4.799715e-05,3.599452e-06,1.885321e-07,7.109527e-09,1.978417e-10,4.149868e-12,6.686015e-14,8.415645e-16,8.404049e-18,6.755749e-20,4.508134e-22,9.358288e-24,1.197478e-24,4.252335e-26,8.765431e-28,1.263267e-29,1.364725e-31,1.129695e-33,8.138419e-36,2.537628e-38,0.000000e+00,0.000000e+00
6.7200,5.169624e-03,3.768677e-02,4.206741e-02,1.753256e-02,2.051791e-03,5.858041e-03,3.114126e-03,9.436654e-04,1.907071e-04,2.745650e-05,2.930004e-06,2.384469e-07,1.513466e-08,7.633714e-10,3.109297e-11,1.037207e-12,2.869251e-14,6.656191e-16,1.308005e-17,2.197249e-19,3.181535e-21,3.999330e-23,4.382589e-25,4.185894e-27,3.468218e-29,2.469209e-31,1.487716e-33,7.105198e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.092975e-06,1.164685e-02,1.323476e-03,4.713665e-02,5.635124e-02,1.921310e-02,7.793543e-03,7.521292e-03,2.419778e-03,4.311172e-04,4.832808e-05,3.632219e-06,1.906830e-07,7.207998e-09,2.010967e-10,4.229617e-12,6.834117e-14,8.628081e-16,8.643971e-18,6.970816e-20,4.671503e-22,9.948786e-24,1.272780e-24,4.538770e-26,9.396859e-28,1.360296e-29,1.476154e-31,1.227326e-33,8.798773e-36,4.063247e-38,0.000000e+00,0.000000e+00
6.7400,5.128025e-03,3.764541e-02,4.214568e-02,1.770613e-02,1.949290e-03,5.844896e-03,3.126704e-03,9.514031e-04,1.929636e-04,2.787696e-05,2.985043e-06,2.437662e-07,1.552690e-08,7.859867e-10,3.213280e-11,1.075968e-12,2.988065e-14,6.959428e-16,1.373158e-17,2.316268e-19,3.368046e-21,4.251986e-23,4.679803e-25,4.489553e-27,3.736474e-29,2.672225e-31,1.617404e-33,7.786477e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.187200e-06,1.189213e-02,2.983874e-03,4.585559e-02,5.628069e-02,1.951160e-02,7.660255e-03,7.507749e-03,2.424956e-03,4.331294e-04,4.866075e-05,3.665235e-06,1.928551e-07,7.307687e-09,2.043996e-10,4.310802e-12,6.985254e-14,8.846006e-16,8.890458e-18,7.194486e-20,4.837973e-22,1.056917e-23,1.352650e-24,4.843724e-26,1.007214e-27,1.464529e-29,1.596386e-31,1.333142e-33,9.516528e-36,5.781136e-38,0.000000e+00,0.000000e+00
6.7600,5.086062e-03,3.760070e-02,4.222043e-02,1.787853e-02,1.846410e-03,5.831363e-03,3.139214e-03,9.591727e-04,1.952401e-04,2.830281e-05,3.040989e-06,2.491924e-07,1.592844e-08,8.092227e-10,3.320513e-11,1.116092e-12,3.111533e-14,7.275786e-16,1.441405e-17,2.441452e-19,3.565043e-21,4.519985e-23,4.996431e-25,4.814470e-27,4.024786e-29,2.891402e-31,1.758049e-33,8.528985e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.284946e-06,1.213655e-02,4.642462e-03,4.457465e-02,5.620899e-02,1.980956e-02,7.526790e-03,7.494081e-03,2.430121e-03,4.351466e-04,4.899514e-05,3.698504e-06,1.950488e-07,7.408609e-09,2.077523e-10,4.393388e-12,7.139601e-14,9.068945e-16,9.142874e-18,7.422788e-20,5.010647e-22,1.122833e-23,1.437317e-24,5.168419e-26,1.079421e-27,1.576475e-29,1.726093e-31,1.447806e-33,1.029663e-35,7.708855e-38,0.000000e+00,0.000000e+00
6.7800,5.043738e-03,3.755268e-02,4.229166e-02,1.804976e-02,1.743155e-03,5.817441e-03,3.151657e-03,9.669740e-04,1.975368e-04,2.873410e-05,3.097853e-06,2.547273e-07,1.633950e-08,8.330951e-10,3.431090e-11,1.157624e-12,3.239824e-14,7.605804e-16,1.512885e-17,2.573106e-19,3.773088e-21,4.804220e-23,5.333694e-25,5.162079e-27,4.334603e-29,3.127981e-31,1.910547e-33,9.338031e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.380609e-06,1.238009e-02,6.299196e-03,4.329385e-02,5.613613e-02,2.010698e-02,7.393150e-03,7.480286e-03,2.435273e-03,4.371688e-04,4.933126e-05,3.732022e-06,1.972644e-07,7.510781e-09,2.111553e-10,4.477432e-12,7.297028e-14,9.296763e-16,9.402913e-18,7.658369e-20,5.191592e-22,1.192626e-23,1.526982e-24,5.514019e-26,1.156621e-27,1.696691e-29,1.865999e-31,1.572039e-33,1.114444e-35,9.865504e-38,0.000000e+00,0.000000e+00
6.8000,5.001058e-03,3.750135e-02,4.235938e-02,1.821980e-02,1.639534e-03,5.803130e-03,3.164029e-03,9.748065e-04,1.998537e-04,2.917087e-05,3.155650e-06,2.603729e-07,1.676027e-08,8.576199e-10,3.545108e-11,1.200609e-12,3.373119e-14,7.950040e-16,1.587744e-17,2.711550e-19,3.992775e-21,5.105636e-23,5.692885e-25,5.533909e-27,4.667473e-29,3.383301e-31,2.075867e-33,1.021937e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.477897e-06,1.262275e-02,7.954031e-03,4.201322e-02,5.606210e-02,2.040385e-02,7.259338e-03,7.466363e-03,2.440411e-03,4.391960e-04,4.966914e-05,3.765795e-06,1.995019e-07,7.614219e-09,2.146088e-10,4.563003e-12,7.457750e-14,9.530408e-16,9.669516e-18,7.902553e-20,5.376674e-22,1.266297e-23,1.622150e-24,5.881885e-26,1.239146e-27,1.825762e-29,2.016875e-31,1.706611e-33,1.206576e-35,1.227187e-37,0.000000e+00,0.000000e+00
6.8200,4.958027e-03,3.744676e-02,4.242359e-02,1.838865e-02,1.535551e-03,5.788428e-03,3.176330e-03,9.826703e-04,2.021910e-04,2.961319e-05,3.214392e-06,2.661312e-07,1.719096e-08,8.828135e-10,3.662667e-11,1.245096e-12,3.511600e-14,8.309075e-16,1.666135e-17,2.857117e-19,4.224729e-21,5.425229e-23,6.075377e-25,5.931585e-27,5.025054e-29,3.658796e-31,2.255052e-33,1.117923e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.574931e-06,1.286452e-02,9.606919e-03,4.073279e-02,5.598691e-02,2.070015e-02,7.125354e-03,7.452313e-03,2.445534e-03,4.412282e-04,5.000876e-05,3.799823e-06,2.017616e-07,7.718924e-09,2.181135e-10,4.650003e-12,7.621594e-14,9.769204e-16,9.943108e-18,8.152692e-20,5.568993e-22,1.344492e-23,1.722897e-24,6.273337e-26,1.327351e-27,1.964323e-29,2.179555e-31,1.852357e-33,1.306686e-35,1.495103e-37,0.000000e+00,0.000000e+00
