# 宇宙引擎幾何連續介質雙波對比實驗數據 (修正版)
# 基礎剛度 alpha_base,0.12
# 非線性剛度 k_quad,0.015
# 重力波初始振幅,0.2
# 測得剪切光速 c_e,0.691512
# 測得重力波速 c_g,0.646880

Time(s),Light_r_0,Light_r_1,Light_r_2,Light_r_3,Light_r_4,Light_r_5,Light_r_6,Light_r_7,Light_r_8,Light_r_9,Light_r_10,Light_r_11,Light_r_12,Light_r_13,Light_r_14,Light_r_15,Light_r_16,Light_r_17,Light_r_18,Light_r_19,Light_r_20,Light_r_21,Light_r_22,Light_r_23,Light_r_24,Light_r_25,Light_r_26,Light_r_27,Light_r_28,Light_r_29,Light_r_30,Light_r_31,Grav_r_0,Grav_r_1,Grav_r_2,Grav_r_3,Grav_r_4,Grav_r_5,Grav_r_6,Grav_r_7,Grav_r_8,Grav_r_9,Grav_r_10,Grav_r_11,Grav_r_12,Grav_r_13,Grav_r_14,Grav_r_15,Grav_r_16,Grav_r_17,Grav_r_18,Grav_r_19,Grav_r_20,Grav_r_21,Grav_r_22,Grav_r_23,Grav_r_24,Grav_r_25,Grav_r_26,Grav_r_27,Grav_r_28,Grav_r_29,Grav_r_30,Grav_r_31
0.0000,2.835804e-07,7.117363e-02,7.308403e-02,3.608873e-02,1.015674e-02,1.718291e-03,1.789386e-04,1.161657e-05,4.737069e-07,1.219365e-08,1.988035e-10,2.058053e-12,1.355390e-14,5.687702e-17,1.522996e-19,2.606014e-22,2.854138e-25,2.004767e-28,9.055095e-32,2.639531e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.154009e-02,3.839969e-01,3.261752e-01,5.192450e-02,5.562017e-02,3.344600e-02,8.259167e-03,1.106960e-03,8.692873e-05,4.133398e-06,1.210884e-07,2.208268e-09,2.523923e-11,1.816295e-13,8.257265e-16,2.377497e-18,4.344076e-21,5.045180e-24,3.729734e-27,1.757466e-30,5.285763e-34,9.956485e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0200,1.133853e-06,7.116456e-02,7.307626e-02,3.608672e-02,1.015708e-02,1.718604e-03,1.790141e-04,1.162592e-05,4.743769e-07,1.222266e-08,1.995790e-10,2.071016e-12,1.369038e-14,5.778644e-17,1.561469e-19,2.709608e-22,3.032024e-25,2.199912e-28,1.042530e-31,3.256679e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.153686e-02,3.839833e-01,3.261656e-01,5.192515e-02,5.561730e-02,3.344521e-02,8.259199e-03,1.107009e-03,8.693806e-05,4.134253e-06,1.211324e-07,2.209620e-09,2.526455e-11,1.819238e-13,8.278663e-16,2.387286e-18,4.372372e-21,5.097000e-24,3.789989e-27,1.802027e-30,5.495456e-34,9.956485e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0400,2.550180e-06,7.114946e-02,7.306329e-02,3.608335e-02,1.015765e-02,1.719125e-03,1.791399e-04,1.164151e-05,4.754936e-07,1.227101e-08,2.008723e-10,2.092651e-12,1.391842e-14,5.930849e-17,1.626036e-19,2.884202e-22,3.333812e-25,2.534374e-28,1.281085e-31,4.357075e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.009383e-21,6.153152e-02,3.839606e-01,3.261496e-01,5.192621e-02,5.561253e-02,3.344388e-02,8.259252e-03,1.107091e-03,8.695361e-05,4.135676e-06,1.212058e-07,2.211871e-09,2.530675e-11,1.824143e-13,8.314335e-16,2.403614e-18,4.419596e-21,5.183576e-24,3.890826e-27,1.876795e-30,5.849179e-34,9.956485e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0600,4.531838e-06,7.112833e-02,7.304516e-02,3.607864e-02,1.015844e-02,1.719854e-03,1.793159e-04,1.166333e-05,4.770570e-07,1.233873e-08,2.026850e-10,2.123007e-12,1.423891e-14,6.145325e-17,1.717387e-19,3.132777e-22,3.767653e-25,3.022350e-28,1.636981e-31,6.053834e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.561168e-20,6.152402e-02,3.839289e-01,3.261272e-01,5.192771e-02,5.560586e-02,3.344204e-02,8.259326e-03,1.107205e-03,8.697535e-05,4.137667e-06,1.213085e-07,2.215022e-09,2.536583e-11,1.831012e-13,8.364306e-16,2.426501e-18,4.485861e-21,5.305252e-24,4.032898e-27,1.982547e-30,6.352353e-34,1.148844e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.0800,7.078020e-06,7.110118e-02,7.302185e-02,3.607259e-02,1.015946e-02,1.720791e-03,1.795422e-04,1.169138e-05,4.790675e-07,1.242587e-08,2.050197e-10,2.162159e-12,1.465318e-14,6.423505e-17,1.836504e-19,3.459576e-22,4.345198e-25,3.684291e-28,2.133314e-31,8.515867e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.106593e-19,6.151440e-02,3.838881e-01,3.260984e-01,5.192963e-02,5.559728e-02,3.343965e-02,8.259423e-03,1.107352e-03,8.700331e-05,4.140228e-06,1.214405e-07,2.219073e-09,2.544179e-11,1.839847e-13,8.428617e-16,2.455981e-18,4.571330e-21,5.462523e-24,4.217136e-27,2.120387e-30,7.013390e-34,1.352484e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.1000,1.018783e-05,7.106801e-02,7.299338e-02,3.606519e-02,1.016071e-02,1.721936e-03,1.798187e-04,1.172566e-05,4.815259e-07,1.253250e-08,2.078797e-10,2.210204e-12,1.516294e-14,6.767263e-17,1.984668e-19,3.870148e-22,5.081791e-25,4.547455e-28,2.801438e-31,1.197888e-34,1.221537e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.195684e-19,6.150266e-02,3.838384e-01,3.260632e-01,5.193198e-02,5.558680e-02,3.343675e-02,8.259539e-03,1.107532e-03,8.703746e-05,4.143355e-06,1.216018e-07,2.224024e-09,2.553466e-11,1.850652e-13,8.507324e-16,2.492098e-18,4.676220e-21,5.656036e-24,4.444754e-27,2.291755e-30,7.843148e-34,1.611782e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.1200,1.386029e-05,7.102884e-02,7.295976e-02,3.605646e-02,1.016218e-02,1.723288e-03,1.801453e-04,1.176618e-05,4.844330e-07,1.265870e-08,2.112691e-10,2.267262e-12,1.577031e-14,7.178911e-17,2.163466e-19,4.371408e-22,5.996728e-25,5.646632e-28,3.682258e-31,1.676029e-34,3.010156e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.876522e-18,6.148877e-02,3.837795e-01,3.260217e-01,5.193475e-02,5.557442e-02,3.343331e-02,8.259675e-03,1.107744e-03,8.707781e-05,4.147051e-06,1.217924e-07,2.229875e-09,2.564444e-11,1.863432e-13,8.600498e-16,2.534909e-18,4.800798e-21,5.886589e-24,4.717253e-27,2.498436e-30,8.855150e-34,1.933217e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.1400,1.809435e-05,7.098368e-02,7.292099e-02,3.604638e-02,1.016388e-02,1.724847e-03,1.805220e-04,1.181294e-05,4.877899e-07,1.280457e-08,2.151930e-10,2.333479e-12,1.647782e-14,7.661216e-17,2.374802e-19,4.971709e-22,7.113589e-25,7.025055e-28,4.827885e-31,2.327874e-34,5.593735e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.639540e-18,6.147277e-02,3.837116e-01,3.259738e-01,5.193795e-02,5.556015e-02,3.342935e-02,8.259836e-03,1.107989e-03,8.712435e-05,4.151313e-06,1.220123e-07,2.236626e-09,2.577117e-11,1.878195e-13,8.708226e-16,2.584481e-18,4.945385e-21,6.155139e-24,5.036428e-27,2.742571e-30,1.006573e-33,2.324672e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.1600,2.288885e-05,7.093253e-02,7.287707e-02,3.603496e-02,1.016580e-02,1.726613e-03,1.809489e-04,1.186594e-05,4.915980e-07,1.297024e-08,2.196572e-10,2.409022e-12,1.728844e-14,8.217405e-17,2.620909e-19,5.680934e-22,8.460622e-25,8.735517e-28,6.303688e-31,3.207890e-34,9.283052e-38,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.478364e-17,6.145462e-02,3.836348e-01,3.259195e-01,5.194157e-02,5.554398e-02,3.342487e-02,8.260015e-03,1.108266e-03,8.717707e-05,4.156142e-06,1.222615e-07,2.244279e-09,2.591489e-11,1.894948e-13,8.830606e-16,2.640892e-18,5.110354e-21,6.462800e-24,5.404375e-27,3.026670e-30,1.149419e-33,2.795546e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.1800,2.824257e-05,7.087541e-02,7.282803e-02,3.602221e-02,1.016795e-02,1.728586e-03,1.814259e-04,1.192519e-05,4.958589e-07,1.315584e-08,2.246686e-10,2.494085e-12,1.820553e-14,8.851187e-17,2.904366e-19,6.510598e-22,1.007122e-24,1.084171e-27,8.190804e-31,4.386259e-34,1.449781e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.486007e-17,6.143440e-02,3.835489e-01,3.258589e-01,5.194562e-02,5.552593e-02,3.341985e-02,8.260217e-03,1.108576e-03,8.723595e-05,4.161538e-06,1.225399e-07,2.252834e-09,2.607564e-11,1.913700e-13,8.967761e-16,2.704232e-18,5.296135e-21,6.810846e-24,5.823498e-27,3.353631e-30,1.316300e-33,3.356884e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.2000,3.415419e-05,7.081234e-02,7.277387e-02,3.600813e-02,1.017032e-02,1.730765e-03,1.819530e-04,1.199071e-05,5.005743e-07,1.336153e-08,2.302346e-10,2.588885e-12,1.923291e-14,9.566757e-17,3.228114e-19,7.473968e-22,1.198444e-24,1.341980e-27,1.058916e-30,5.952749e-34,2.179948e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.553100e-17,6.141201e-02,3.834541e-01,3.257919e-01,5.195008e-02,5.550598e-02,3.341432e-02,8.260437e-03,1.108918e-03,8.730102e-05,4.167501e-06,1.228477e-07,2.262293e-09,2.625346e-11,1.934461e-13,9.119818e-16,2.774602e-18,5.503208e-21,7.200716e-24,6.296520e-27,3.726755e-30,1.509804e-33,4.021519e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.2200,4.062232e-05,7.074331e-02,7.271459e-02,3.599271e-02,1.017291e-02,1.733149e-03,1.825301e-04,1.206250e-05,5.057464e-07,1.358749e-08,2.363639e-10,2.693663e-12,2.037483e-14,1.036882e-16,3.595475e-19,8.586202e-22,1.424567e-24,1.656028e-27,1.362112e-30,8.021468e-34,3.193519e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.527030e-16,6.138751e-02,3.833503e-01,3.257186e-01,5.195497e-02,5.548413e-02,3.340825e-02,8.260681e-03,1.109292e-03,8.737226e-05,4.174029e-06,1.231847e-07,2.272657e-09,2.644840e-11,1.957244e-13,9.286927e-16,2.852117e-18,5.732111e-21,7.634014e-24,6.826497e-27,4.149773e-30,1.732884e-33,4.804235e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.2400,4.764548e-05,7.066835e-02,7.265021e-02,3.597596e-02,1.017572e-02,1.735740e-03,1.831574e-04,1.214057e-05,5.113774e-07,1.383391e-08,2.430657e-10,2.808688e-12,2.163602e-14,1.126263e-16,4.010172e-19,9.864503e-22,1.690729e-24,2.037014e-27,1.743571e-30,1.073669e-33,4.589178e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.913979e-16,6.136091e-02,3.832375e-01,3.256389e-01,5.196029e-02,5.546042e-02,3.340166e-02,8.260944e-03,1.109699e-03,8.744966e-05,4.181124e-06,1.235511e-07,2.283928e-09,2.666055e-11,1.982062e-13,9.469253e-16,2.936900e-18,5.983438e-21,8.112522e-24,7.416825e-27,4.626863e-30,1.988889e-33,5.721947e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.2600,5.522210e-05,7.058746e-02,7.258074e-02,3.595787e-02,1.017874e-02,1.738535e-03,1.838347e-04,1.222494e-05,5.174697e-07,1.410102e-08,2.503502e-10,2.934250e-12,2.302164e-14,1.225394e-16,4.476358e-19,1.132830e-21,2.002952e-24,2.497530e-27,2.221382e-30,1.427997e-33,6.496322e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.295088e-16,6.133221e-02,3.831157e-01,3.255529e-01,5.196602e-02,5.543480e-02,3.339456e-02,8.261227e-03,1.110138e-03,8.753323e-05,4.188784e-06,1.239469e-07,2.296106e-09,2.688994e-11,2.008929e-13,9.666976e-16,3.029089e-18,6.257837e-21,8.638189e-24,8.071258e-27,5.162682e-30,2.281595e-33,6.793666e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.2800,6.335056e-05,7.050067e-02,7.250619e-02,3.593845e-02,1.018199e-02,1.741535e-03,1.845620e-04,1.231563e-05,5.240263e-07,1.438903e-08,2.582286e-10,3.070669e-12,2.453735e-14,1.334914e-16,4.998637e-19,1.299942e-21,2.368135e-24,3.052351e-27,2.817406e-30,1.887872e-33,9.083849e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.226071e-16,6.130141e-02,3.829850e-01,3.254606e-01,5.197218e-02,5.540732e-02,3.338693e-02,8.261532e-03,1.110610e-03,8.762293e-05,4.197011e-06,1.243720e-07,2.309195e-09,2.713668e-11,2.037860e-13,9.880286e-16,3.128831e-18,6.556017e-21,9.213155e-24,8.793921e-27,5.762393e-30,2.615246e-33,8.041050e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.3000,7.202911e-05,7.040799e-02,7.242656e-02,3.591771e-02,1.018545e-02,1.744740e-03,1.853395e-04,1.241264e-05,5.310500e-07,1.469821e-08,2.667129e-10,3.218290e-12,2.618929e-14,1.455517e-16,5.582098e-19,1.490233e-21,2.794150e-24,3.718759e-27,3.557987e-30,2.481665e-33,1.257108e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.549975e-15,6.126847e-02,3.828454e-01,3.253619e-01,5.197875e-02,5.537795e-02,3.337878e-02,8.261857e-03,1.111113e-03,8.771879e-05,4.205803e-06,1.248265e-07,2.323197e-09,2.740082e-11,2.068874e-13,1.010940e-15,3.236288e-18,6.878746e-21,9.839740e-24,9.589327e-27,6.431699e-30,2.994587e-33,9.488521e-37,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.3200,8.125595e-05,7.030944e-02,7.234188e-02,3.589564e-02,1.018913e-02,1.748149e-03,1.861671e-04,1.251600e-05,5.385440e-07,1.502881e-08,2.758160e-10,3.377484e-12,2.798413e-14,1.587962e-16,6.232346e-19,1.706437e-21,3.289965e-24,4.516916e-27,4.474769e-30,3.244632e-33,1.724123e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.522056e-15,6.123345e-02,3.826968e-01,3.252570e-01,5.198573e-02,5.534671e-02,3.337010e-02,8.262202e-03,1.111649e-03,8.782080e-05,4.215162e-06,1.253104e-07,2.338113e-09,2.768248e-11,2.101987e-13,1.035454e-15,3.351633e-18,7.226849e-21,1.052046e-23,1.046240e-26,7.176876e-30,3.424919e-33,1.116343e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.3400,9.102920e-05,7.020503e-02,7.225215e-02,3.587224e-02,1.019303e-02,1.751761e-03,1.870447e-04,1.262573e-05,5.465118e-07,1.538115e-08,2.855517e-10,3.548650e-12,2.992905e-14,1.733074e-16,6.955535e-19,1.951601e-21,3.865768e-24,5.470287e-27,5.605653e-30,4.220413e-33,2.345816e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.989519e-15,6.119635e-02,3.825393e-01,3.251458e-01,5.199314e-02,5.531359e-02,3.336090e-02,8.262568e-03,1.112217e-03,8.792894e-05,4.225086e-06,1.258238e-07,2.353947e-09,2.798173e-11,2.137219e-13,1.061595e-15,3.475051e-18,7.601217e-21,1.125803e-23,1.141848e-26,8.004813e-30,3.912139e-33,1.309628e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.3600,1.013469e-04,7.009477e-02,7.215740e-02,3.584751e-02,1.019714e-02,1.755577e-03,1.879725e-04,1.274185e-05,5.549572e-07,1.575551e-08,2.959349e-10,3.732217e-12,3.203176e-14,1.891745e-16,7.758408e-19,2.229111e-21,4.533112e-24,6.606128e-27,6.995910e-30,5.462846e-33,3.168726e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.154150e-15,6.115713e-02,3.823729e-01,3.250282e-01,5.200095e-02,5.527861e-02,3.335118e-02,8.262955e-03,1.112817e-03,8.804323e-05,4.235576e-06,1.263667e-07,2.370701e-09,2.829868e-11,2.174592e-13,1.089389e-15,3.606739e-18,8.002801e-21,1.205536e-23,1.246336e-26,8.923055e-30,4.462802e-33,1.532088e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.3800,1.122069e-04,6.997869e-02,7.205762e-02,3.582147e-02,1.020146e-02,1.759595e-03,1.889503e-04,1.286438e-05,5.638839e-07,1.615224e-08,3.069813e-10,3.928639e-12,3.430055e-14,2.064942e-16,8.648339e-19,2.542730e-21,5.305075e-24,7.956022e-27,8.699481e-30,7.038112e-33,4.252106e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.281794e-15,6.111585e-02,3.821976e-01,3.249044e-01,5.200919e-02,5.524176e-02,3.334094e-02,8.263359e-03,1.113449e-03,8.816366e-05,4.246633e-06,1.269392e-07,2.388378e-09,2.863344e-11,2.214128e-13,1.118863e-15,3.746910e-18,8.432618e-21,1.291560e-23,1.360331e-26,9.939848e-30,5.084174e-33,1.787457e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.4000,1.236073e-04,6.985681e-02,7.195283e-02,3.579410e-02,1.020598e-02,1.763817e-03,1.899784e-04,1.299335e-05,5.732961e-07,1.657167e-08,3.187075e-10,4.138401e-12,3.674429e-14,2.253706e-16,9.633375e-19,2.896626e-21,6.196435e-24,9.556509e-27,1.078047e-29,9.027307e-33,5.671077e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.371759e-14,6.107248e-02,3.820134e-01,3.247744e-01,5.201784e-02,5.520304e-02,3.333018e-02,8.263786e-03,1.114113e-03,8.829020e-05,4.258256e-06,1.275412e-07,2.406981e-09,2.898612e-11,2.255851e-13,1.150047e-15,3.895786e-18,8.891747e-21,1.384208e-23,1.484508e-26,1.106418e-29,5.784302e-33,2.079833e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.4200,1.355456e-04,6.972913e-02,7.184305e-02,3.576541e-02,1.021072e-02,1.768240e-03,1.910566e-04,1.312878e-05,5.831983e-07,1.701419e-08,3.311311e-10,4.362020e-12,3.937245e-14,2.459159e-16,1.072229e-18,3.295415e-21,7.223870e-24,1.144978e-26,1.331487e-29,1.152949e-32,7.520495e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.990374e-14,6.102699e-02,3.818204e-01,3.246380e-01,5.202690e-02,5.516245e-02,3.331890e-02,8.264231e-03,1.114810e-03,8.842288e-05,4.270445e-06,1.281728e-07,2.426515e-09,2.935685e-11,2.299784e-13,1.182972e-15,4.053604e-18,9.381341e-21,1.483841e-23,1.619595e-26,1.230586e-29,6.572082e-33,2.413686e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.4400,1.480197e-04,6.959569e-02,7.172829e-02,3.573539e-02,1.021567e-02,1.772864e-03,1.921850e-04,1.327069e-05,5.935950e-07,1.748016e-08,3.442709e-10,4.600041e-12,4.219511e-14,2.682509e-16,1.192462e-18,3.744195e-21,8.406170e-24,1.368446e-26,1.639259e-29,1.466529e-32,9.919670e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.840005e-14,6.097945e-02,3.816184e-01,3.244954e-01,5.203637e-02,5.512001e-02,3.330711e-02,8.264697e-03,1.115538e-03,8.856167e-05,4.283200e-06,1.288342e-07,2.446981e-09,2.974575e-11,2.345956e-13,1.217670e-15,4.220615e-18,9.902620e-21,1.590839e-23,1.766376e-26,1.367554e-29,7.457340e-33,2.793862e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.4600,1.610272e-04,6.945651e-02,7.160857e-02,3.570407e-02,1.022082e-02,1.777690e-03,1.933636e-04,1.341913e-05,6.044912e-07,1.797001e-08,3.581463e-10,4.853041e-12,4.522303e-14,2.925051e-16,1.325075e-18,4.248600e-21,9.764482e-24,1.631650e-26,2.011973e-29,1.858119e-32,1.301811e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.990754e-14,6.092985e-02,3.814076e-01,3.243465e-01,5.204625e-02,5.507571e-02,3.329479e-02,8.265183e-03,1.116298e-03,8.870658e-05,4.296523e-06,1.295252e-07,2.468385e-09,3.015297e-11,2.394393e-13,1.254175e-15,4.397084e-18,1.045687e-20,1.705610e-23,1.925690e-26,1.518479e-29,8.450910e-33,3.225570e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.4800,1.745657e-04,6.931160e-02,7.148390e-02,3.567142e-02,1.022617e-02,1.782716e-03,1.945925e-04,1.357411e-05,6.158918e-07,1.848415e-08,3.727781e-10,5.121630e-12,4.846761e-14,3.188177e-16,1.471195e-18,4.814840e-21,1.132257e-23,1.941019e-26,2.462127e-29,2.345459e-32,1.700251e-35,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.529539e-14,6.087818e-02,3.811880e-01,3.241914e-01,5.205653e-02,5.502956e-02,3.328195e-02,8.265689e-03,1.117090e-03,8.885760e-05,4.310411e-06,1.302461e-07,2.490730e-09,3.057864e-11,2.445124e-13,1.292524e-15,4.583287e-18,1.104546e-20,1.828587e-23,2.098438e-26,1.684619e-29,9.564731e-33,3.714364e-36,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
