Initial_Radius_r,Rest_Mass_m,R_half,R_eff
3.0,830.7385864257812,2.1573786516665265,7.732982080662377
4.0,849.9190063476562,2.1573786516665265,8.16366619746908
5.0,876.1176147460938,2.1573786516665265,8.738382836769373
6.0,905.9034423828125,2.1573786516665265,9.636152348931548
7.0,932.9590454101562,2.1573786516665265,10.557394161333697
8.0,962.5709838867188,2.1573786516665265,11.435479506076208
